"samplesize","run","Num_Round","LearningRate","Accuracy","AUC","Concordance"
9000,2,100,0.005,0.692666666666667,0.762445777777778,0.762445728395062
9000,2,100,0.01,0.696444444444444,0.765648074074074,0.765648049382716
9000,2,100,0.03,0.703555555555556,0.77464249382716,0.774642469135802
9000,2,100,0.05,0.704222222222222,0.777000839506173,0.777000790123457
9000,2,100,0.07,0.695,0.773335851851852,0.773335851851852
9000,2,100,0.1,0.668666666666667,0.768096296296296,0.76809624691358
9000,2,200,0.005,0.697777777777778,0.768653185185185,0.768653185185185
9000,2,200,0.01,0.699,0.773282740740741,0.773282716049383
9000,2,200,0.03,0.705333333333333,0.77910975308642,0.779109728395062
9000,2,200,0.05,0.693,0.766663827160494,0.766663802469136
9000,2,200,0.07,0.714555555555556,0.785180518518519,0.78518049382716
9000,2,200,0.1,0.698777777777778,0.765448395061728,0.765448395061728
9000,2,300,0.005,0.701444444444444,0.773428320987654,0.773428296296296
9000,2,300,0.01,0.700222222222222,0.776986518518519,0.776986518518519
9000,2,300,0.03,0.703333333333333,0.779219308641975,0.779219308641975
9000,2,300,0.05,0.713777777777778,0.784177111111111,0.784177086419753
9000,2,300,0.07,0.705333333333333,0.778102172839506,0.77810212345679
9000,2,300,0.1,0.704111111111111,0.779483209876543,0.779483160493827
9000,2,400,0.005,0.700666666666667,0.777735580246914,0.777735555555556
9000,2,400,0.01,0.706888888888889,0.782529185185185,0.782529185185185
9000,2,400,0.03,0.715888888888889,0.795174296296296,0.795174271604938
9000,2,400,0.05,0.693777777777778,0.776022,0.776021975308642
9000,2,400,0.07,0.718,0.782990320987654,0.782990222222222
9000,2,400,0.1,0.705222222222222,0.777178790123457,0.777178765432099
9000,2,500,0.005,0.704444444444444,0.777282148148148,0.77728212345679
9000,2,500,0.01,0.707555555555556,0.784053185185185,0.784053185185185
9000,2,500,0.03,0.714111111111111,0.789223950617284,0.789223950617284
9000,2,500,0.05,0.701777777777778,0.799926345679012,0.799926320987654
9000,2,500,0.07,0.719,0.796694222222222,0.796694172839506
9000,2,500,0.1,0.718777777777778,0.774012666666667,0.774012641975309
9000,3,100,0.005,0.704666666666667,0.773678419753086,0.77367837037037
9000,3,100,0.01,0.704333333333333,0.777988049382716,0.777988049382716
9000,3,100,0.03,0.714555555555556,0.786948938271605,0.786948938271605
9000,3,100,0.05,0.704777777777778,0.784912518518519,0.78491249382716
9000,3,100,0.07,0.704777777777778,0.776944913580247,0.776944888888889
9000,3,100,0.1,0.679333333333333,0.786506098765432,0.786506074074074
9000,3,200,0.005,0.709333333333333,0.782100444444444,0.782100444444444
9000,3,200,0.01,0.714111111111111,0.79099824691358,0.790998222222222
9000,3,200,0.03,0.714111111111111,0.789842197530864,0.789842172839506
9000,3,200,0.05,0.715333333333333,0.793158691358025,0.793158617283951
9000,3,200,0.07,0.705222222222222,0.784925580246914,0.784925580246914
9000,3,200,0.1,0.711,0.778351827160494,0.778351802469136
9000,3,300,0.005,0.708555555555556,0.784134913580247,0.784134913580247
9000,3,300,0.01,0.711,0.786660691358025,0.786660641975309
9000,3,300,0.03,0.723333333333333,0.801742074074074,0.801742074074074
9000,3,300,0.05,0.711777777777778,0.788521185185185,0.788521135802469
9000,3,300,0.07,0.712777777777778,0.787017777777778,0.787017777777778
9000,3,300,0.1,0.709777777777778,0.793831851851852,0.793831802469136
9000,3,400,0.005,0.714777777777778,0.789572345679012,0.789572345679012
9000,3,400,0.01,0.717888888888889,0.794559975308642,0.794559950617284
9000,3,400,0.03,0.731777777777778,0.804352814814815,0.804352790123457
9000,3,400,0.05,0.718444444444444,0.801640641975309,0.801640641975309
9000,3,400,0.07,0.717888888888889,0.801950098765432,0.801950074074074
9000,3,400,0.1,0.698,0.772501481481481,0.772501432098765
9000,3,500,0.005,0.713444444444444,0.790284320987654,0.790284296296296
9000,3,500,0.01,0.722555555555556,0.795435456790123,0.795435456790124
9000,3,500,0.03,0.715888888888889,0.803681185185185,0.803681185185185
9000,3,500,0.05,0.730333333333333,0.809217283950617,0.809217283950617
9000,3,500,0.07,0.686333333333333,0.789210962962963,0.789210962962963
9000,3,500,0.1,0.698222222222222,0.771214987654321,0.771214962962963
10000,1,100,0.005,0.7064,0.7726935,0.77269344
10000,1,100,0.01,0.703,0.77434416,0.77434412
10000,1,100,0.03,0.705,0.7774005,0.77740044
10000,1,100,0.05,0.7051,0.78160118,0.78160116
10000,1,100,0.07,0.6954,0.78262662,0.78262656
10000,1,100,0.1,0.6614,0.73246712,0.73246712
10000,1,200,0.005,0.7048,0.77803422,0.7780342
10000,1,200,0.01,0.7083,0.77894654,0.77894652
10000,1,200,0.03,0.709,0.78526612,0.78526612
10000,1,200,0.05,0.7095,0.7840774,0.78407708
10000,1,200,0.07,0.7059,0.78744922,0.7874492
10000,1,200,0.1,0.6903,0.76337478,0.76337476
10000,1,300,0.005,0.7101,0.78281928,0.78281924
10000,1,300,0.01,0.7108,0.78388208,0.78388204
10000,1,300,0.03,0.7192,0.79129898,0.79129896
10000,1,300,0.05,0.7143,0.78944184,0.7894418
10000,1,300,0.07,0.7202,0.79632784,0.7963278
10000,1,300,0.1,0.6791,0.7360494,0.73604936
10000,1,400,0.005,0.7073,0.78216914,0.78216908
10000,1,400,0.01,0.7142,0.78933122,0.78933116
10000,1,400,0.03,0.7236,0.7979665,0.79796644
10000,1,400,0.05,0.721,0.79566976,0.79566976
10000,1,400,0.07,0.7097,0.79030118,0.79030112
10000,1,400,0.1,0.6753,0.75791894,0.75791888
10000,1,500,0.005,0.7092,0.7853375,0.78533748
10000,1,500,0.01,0.7225,0.79597844,0.79597844
10000,1,500,0.03,0.714,0.7755491,0.77554908
10000,1,500,0.05,0.7155,0.79743696,0.79743692
10000,1,500,0.07,0.7325,0.8031753,0.80317528
10000,1,500,0.1,0.7087,0.78078334,0.78078328
10000,2,100,0.005,0.7072,0.7767777,0.77677764
10000,2,100,0.01,0.7084,0.77784808,0.777848
10000,2,100,0.03,0.7122,0.78064838,0.78064836
10000,2,100,0.05,0.7131,0.78348306,0.78348304
10000,2,100,0.07,0.7015,0.78374152,0.78374152
10000,2,100,0.1,0.6955,0.7689724,0.76897236
10000,2,200,0.005,0.7102,0.77815488,0.77815488
10000,2,200,0.01,0.7098,0.78231186,0.78231184
10000,2,200,0.03,0.72,0.79070868,0.79070864
10000,2,200,0.05,0.7174,0.78892798,0.78892792
10000,2,200,0.07,0.7212,0.79181246,0.79181244
10000,2,200,0.1,0.7106,0.785363,0.78536296
10000,2,300,0.005,0.7104,0.78044054,0.78044048
10000,2,300,0.01,0.7143,0.78654762,0.78654752
10000,2,300,0.03,0.7198,0.7915618,0.7915618
10000,2,300,0.05,0.7116,0.79268304,0.792683
10000,2,300,0.07,0.7181,0.79363468,0.79363468
10000,2,300,0.1,0.706,0.73218454,0.73218452
10000,2,400,0.005,0.7135,0.7853256,0.78532556
10000,2,400,0.01,0.7152,0.7857777,0.78577768
10000,2,400,0.03,0.7255,0.7910965,0.79109648
10000,2,400,0.05,0.7273,0.79494134,0.79494128
10000,2,400,0.07,0.7167,0.7830606,0.78306056
10000,2,400,0.1,0.7089,0.76503254,0.76503252
10000,2,500,0.005,0.7177,0.78517788,0.78517788
10000,2,500,0.01,0.72,0.79108666,0.79108664
10000,2,500,0.03,0.7289,0.79827058,0.79827056
10000,2,500,0.05,0.7271,0.79634928,0.7963492
10000,2,500,0.07,0.7133,0.78370854,0.78370852
10000,2,500,0.1,0.7163,0.79573968,0.79033976
10000,3,100,0.005,0.7119,0.77741034,0.77741028
10000,3,100,0.01,0.7153,0.77887268,0.77887264
10000,3,100,0.03,0.7138,0.78236896,0.78236888
10000,3,100,0.05,0.7215,0.78635668,0.7863566
10000,3,100,0.07,0.7155,0.78637332,0.78637328
10000,3,100,0.1,0.7119,0.77569436,0.77569428
10000,3,200,0.005,0.7175,0.78183274,0.78183272
10000,3,200,0.01,0.7184,0.7828946,0.78289444
10000,3,200,0.03,0.7205,0.78699006,0.78698996
10000,3,200,0.05,0.725,0.78739228,0.78739224
10000,3,200,0.07,0.7159,0.7867645,0.78676444
10000,3,200,0.1,0.6979,0.79018026,0.7901802
10000,3,300,0.005,0.7185,0.78449454,0.78449448
10000,3,300,0.01,0.7229,0.78925846,0.78925844
10000,3,300,0.03,0.7256,0.78830152,0.78830148
10000,3,300,0.05,0.7288,0.79368864,0.7936886
10000,3,300,0.07,0.7145,0.78138014,0.78138012
10000,3,300,0.1,0.7176,0.7766352,0.77663516
10000,3,400,0.005,0.7208,0.78723802,0.78723796
10000,3,400,0.01,0.7261,0.79308838,0.79308832
10000,3,400,0.03,0.7231,0.79221352,0.79221344
10000,3,400,0.05,0.7268,0.79602434,0.79602432
10000,3,400,0.07,0.7267,0.8011103,0.80111024
10000,3,400,0.1,0.7238,0.78316562,0.78316552
10000,3,500,0.005,0.7231,0.78876828,0.7887682
10000,3,500,0.01,0.7275,0.79471882,0.7947188
10000,3,500,0.03,0.7306,0.80048242,0.80048236
10000,3,500,0.05,0.7247,0.79789736,0.79789732
10000,3,500,0.07,0.7377,0.79281088,0.7928108
10000,3,500,0.1,0.6968,0.76810214,0.76810212
11000,1,100,0.005,0.705818181818182,0.774984429752066,0.774984396694215
11000,1,100,0.01,0.708909090909091,0.779137157024793,0.779137123966942
11000,1,100,0.03,0.702818181818182,0.77902826446281,0.779028231404959
11000,1,100,0.05,0.71,0.780478958677686,0.780478909090909
11000,1,100,0.07,0.709454545454545,0.781848280991736,0.781848231404959
11000,1,100,0.1,0.707636363636364,0.783996909090909,0.783996859504132
11000,1,200,0.005,0.708363636363636,0.779908545454545,0.779908495867769
11000,1,200,0.01,0.708636363636364,0.784909157024793,0.784909123966942
11000,1,200,0.03,0.716545454545455,0.78755441322314,0.787554314049587
11000,1,200,0.05,0.719727272727273,0.788034231404959,0.788034181818182
11000,1,200,0.07,0.700818181818182,0.787298776859504,0.787298743801653
11000,1,200,0.1,0.683636363636364,0.786266462809917,0.786266347107438
11000,1,300,0.005,0.713272727272727,0.783753256198347,0.783753223140496
11000,1,300,0.01,0.719363636363636,0.789353190082645,0.789353123966942
11000,1,300,0.03,0.719727272727273,0.792358859504132,0.792358842975207
11000,1,300,0.05,0.713727272727273,0.78992641322314,0.789926380165289
11000,1,300,0.07,0.717909090909091,0.780996165289256,0.780996132231405
11000,1,300,0.1,0.715636363636364,0.782090413223141,0.782090380165289
11000,1,400,0.005,0.716181818181818,0.786576214876033,0.786576165289256
11000,1,400,0.01,0.721545454545455,0.79557373553719,0.795573719008264
11000,1,400,0.03,0.701818181818182,0.775321933884297,0.775321884297521
11000,1,400,0.05,0.725181818181818,0.795253917355372,0.795253851239669
11000,1,400,0.07,0.709,0.777437636363636,0.777437553719008
11000,1,400,0.1,0.689727272727273,0.76774452892562,0.767744495867769
11000,1,500,0.005,0.718545454545455,0.790866066115702,0.790866049586777
11000,1,500,0.01,0.723181818181818,0.798459933884297,0.798459900826446
11000,1,500,0.03,0.735454545454545,0.811823768595041,0.81182373553719
11000,1,500,0.05,0.734,0.801973801652893,0.801973752066116
11000,1,500,0.07,0.714090909090909,0.774882380165289,0.774882347107438
11000,1,500,0.1,0.712,0.774031834710744,0.774031768595041
11000,2,100,0.005,0.704181818181818,0.766813190082645,0.766813157024793
11000,2,100,0.01,0.706454545454545,0.771143983471074,0.771143966942149
11000,2,100,0.03,0.710636363636364,0.772829537190083,0.772829487603306
11000,2,100,0.05,0.695181818181818,0.772584132231405,0.772584099173554
11000,2,100,0.07,0.706454545454545,0.770602809917355,0.770602776859504
11000,2,100,0.1,0.696272727272727,0.774175586776859,0.774175537190083
11000,2,200,0.005,0.708545454545455,0.772306495867769,0.772306446280992
11000,2,200,0.01,0.709272727272727,0.774445157024793,0.774445123966942
11000,2,200,0.03,0.710818181818182,0.776243239669421,0.776243239669421
11000,2,200,0.05,0.706545454545455,0.774188099173554,0.774188099173554
11000,2,200,0.07,0.697818181818182,0.763722066115702,0.763722016528926
11000,2,200,0.1,0.710636363636364,0.773424479338843,0.773424363636364
11000,2,300,0.005,0.706454545454545,0.774595355371901,0.774595305785124
11000,2,300,0.01,0.713,0.780787008264463,0.780786975206612
11000,2,300,0.03,0.711636363636364,0.779320297520661,0.77932026446281
11000,2,300,0.05,0.710636363636364,0.775693785123967,0.775693719008264
11000,2,300,0.07,0.715818181818182,0.780190975206612,0.780190975206612
11000,2,300,0.1,0.712636363636364,0.775775884297521,0.775775867768595
11000,2,400,0.005,0.708909090909091,0.775980545454545,0.775980495867769
11000,2,400,0.01,0.711909090909091,0.781542247933884,0.781542214876033
11000,2,400,0.03,0.714818181818182,0.779963140495868,0.779963107438017
11000,2,400,0.05,0.708272727272727,0.777503785123967,0.777503768595041
11000,2,400,0.07,0.717909090909091,0.781872809917355,0.781872760330579
11000,2,400,0.1,0.708090909090909,0.775185454545455,0.775185421487603
11000,2,500,0.005,0.709545454545455,0.778492826446281,0.778492826446281
11000,2,500,0.01,0.707909090909091,0.777631983471074,0.777631933884298
11000,2,500,0.03,0.705363636363636,0.784076892561983,0.784076859504132
11000,2,500,0.05,0.668363636363636,0.771466479338843,0.77146641322314
11000,2,500,0.07,0.723,0.788753702479339,0.788753685950413
11000,2,500,0.1,0.692090909090909,0.757485388429752,0.757485355371901
11000,3,100,0.005,0.710727272727273,0.773686363636364,0.773686347107438
11000,3,100,0.01,0.704454545454545,0.776601123966942,0.77660105785124
11000,3,100,0.03,0.703272727272727,0.781546991735537,0.781546975206612
11000,3,100,0.05,0.711727272727273,0.784318347107438,0.784318314049587
11000,3,100,0.07,0.697818181818182,0.779198462809917,0.779198446280992
11000,3,100,0.1,0.693272727272727,0.780339900826446,0.780339834710744
11000,3,200,0.005,0.709454545454545,0.779757917355372,0.779757884297521
11000,3,200,0.01,0.707818181818182,0.778938958677686,0.77893894214876
11000,3,200,0.03,0.715272727272727,0.786718198347107,0.786718148760331
11000,3,200,0.05,0.722909090909091,0.791364644628099,0.791364628099174
11000,3,200,0.07,0.710454545454545,0.788285818181818,0.788285785123967
11000,3,200,0.1,0.714454545454545,0.782382462809917,0.782382446280992
11000,3,300,0.005,0.714909090909091,0.781018396694215,0.781018347107438
11000,3,300,0.01,0.712909090909091,0.784326495867769,0.784326446280992
11000,3,300,0.03,0.727818181818182,0.79737279338843,0.797372760330578
11000,3,300,0.05,0.700363636363636,0.79260120661157,0.792601157024793
11000,3,300,0.07,0.713272727272727,0.780492826446281,0.780492826446281
11000,3,300,0.1,0.650454545454546,0.770636975206612,0.770636892561983
11000,3,400,0.005,0.709818181818182,0.781899024793388,0.781898975206612
11000,3,400,0.01,0.719545454545455,0.792460148760331,0.792460132231405
11000,3,400,0.03,0.721818181818182,0.798070231404959,0.798070214876033
11000,3,400,0.05,0.704272727272727,0.781361520661157,0.781361487603306
11000,3,400,0.07,0.716727272727273,0.79382347107438,0.79382347107438
11000,3,400,0.1,0.695454545454545,0.787770066115702,0.787770016528926
11000,3,500,0.005,0.713909090909091,0.782751785123967,0.78275173553719
11000,3,500,0.01,0.716909090909091,0.784463223140496,0.78446320661157
11000,3,500,0.03,0.741909090909091,0.810438495867769,0.810438479338843
11000,3,500,0.05,0.729636363636364,0.793852991735537,0.793852958677686
11000,3,500,0.07,0.713090909090909,0.789414082644628,0.789414016528926
11000,3,500,0.1,0.733818181818182,0.809623652892562,0.809623636363636
12000,1,100,0.005,0.712333333333333,0.781702319444444,0.781702277777778
12000,1,100,0.01,0.714166666666667,0.785233902777778,0.785233861111111
12000,1,100,0.03,0.71975,0.788847388888889,0.788847388888889
12000,1,100,0.05,0.713916666666667,0.788249180555556,0.788249138888889
12000,1,100,0.07,0.705833333333333,0.789004638888889,0.789004583333333
12000,1,100,0.1,0.688416666666667,0.776997763888889,0.776997555555556
12000,1,200,0.005,0.709416666666667,0.783208652777778,0.783208611111111
12000,1,200,0.01,0.71675,0.786361013888889,0.786361
12000,1,200,0.03,0.72225,0.796409722222222,0.796409694444444
12000,1,200,0.05,0.707416666666667,0.791978208333333,0.791978166666667
12000,1,200,0.07,0.703916666666667,0.792613055555556,0.792613027777778
12000,1,200,0.1,0.72,0.791217916666667,0.791217861111111
12000,1,300,0.005,0.715916666666667,0.788237208333333,0.788237194444444
12000,1,300,0.01,0.720666666666667,0.791772527777778,0.791772527777778
12000,1,300,0.03,0.723916666666667,0.796856361111111,0.796856305555556
12000,1,300,0.05,0.722583333333333,0.7927895,0.7927895
12000,1,300,0.07,0.72425,0.784660597222222,0.784660583333333
12000,1,300,0.1,0.681416666666667,0.748035972222222,0.748035944444444
12000,1,400,0.005,0.717833333333333,0.789081222222222,0.789081222222222
12000,1,400,0.01,0.725666666666667,0.794828722222222,0.794828666666667
12000,1,400,0.03,0.728916666666667,0.799448416666667,0.799448416666667
12000,1,400,0.05,0.733583333333333,0.806874597222222,0.806874555555556
12000,1,400,0.07,0.7185,0.795138458333333,0.795138416666667
12000,1,400,0.1,0.703416666666667,0.782420722222222,0.782420722222222
12000,1,500,0.005,0.721833333333333,0.792100944444444,0.792100944444444
12000,1,500,0.01,0.713166666666667,0.798478152777778,0.798478138888889
12000,1,500,0.03,0.720583333333333,0.802021694444444,0.802021666666667
12000,1,500,0.05,0.699833333333333,0.787113305555556,0.787113277777778
12000,1,500,0.07,0.709,0.780706458333333,0.780706444444444
12000,1,500,0.1,0.630666666666667,0.738642,0.738641916666667
12000,2,100,0.005,0.709416666666667,0.774665763888889,0.77466575
12000,2,100,0.01,0.709083333333333,0.774872930555556,0.774872916666667
12000,2,100,0.03,0.708583333333333,0.780130277777778,0.780130222222222
12000,2,100,0.05,0.71,0.779998736111111,0.779998722222222
12000,2,100,0.07,0.702416666666667,0.776722277777778,0.776722222222222
12000,2,100,0.1,0.696583333333333,0.769022430555556,0.769022333333333
12000,2,200,0.005,0.706833333333333,0.775371458333333,0.775371416666667
12000,2,200,0.01,0.711916666666667,0.779167625,0.779167583333333
12000,2,200,0.03,0.7095,0.782199111111111,0.782199083333333
12000,2,200,0.05,0.70775,0.786919,0.786919
12000,2,200,0.07,0.697166666666667,0.768145388888889,0.768145361111111
12000,2,200,0.1,0.713916666666667,0.781770763888889,0.781770694444444
12000,2,300,0.005,0.712,0.778417305555556,0.778417277777778
12000,2,300,0.01,0.714166666666667,0.778459972222222,0.778459944444444
12000,2,300,0.03,0.719416666666667,0.790850069444444,0.790850055555556
12000,2,300,0.05,0.715666666666667,0.790718944444444,0.790718916666667
12000,2,300,0.07,0.711583333333333,0.782386708333333,0.782386666666667
12000,2,300,0.1,0.675666666666667,0.761728027777778,0.761727972222222
12000,2,400,0.005,0.709833333333333,0.778629305555556,0.778629305555556
12000,2,400,0.01,0.716333333333333,0.785765402777778,0.785765388888889
12000,2,400,0.03,0.719083333333333,0.791171763888889,0.79117175
12000,2,400,0.05,0.716583333333333,0.791405180555556,0.791405138888889
12000,2,400,0.07,0.65925,0.764690125,0.764690083333333
12000,2,400,0.1,0.713666666666667,0.779202875,0.779202861111111
12000,2,500,0.005,0.713,0.782793166666667,0.782793166666667
12000,2,500,0.01,0.7165,0.789213861111111,0.789213833333333
12000,2,500,0.03,0.7225,0.794096111111111,0.794096083333333
12000,2,500,0.05,0.724166666666667,0.789905444444444,0.789905416666667
12000,2,500,0.07,0.72975,0.794924416666667,0.794924388888889
12000,2,500,0.1,0.688833333333333,0.770956263888889,0.77095625
12000,3,100,0.005,0.7115,0.779910458333333,0.779910444444444
12000,3,100,0.01,0.714666666666667,0.781785041666667,0.781785027777778
12000,3,100,0.03,0.699583333333333,0.786556986111111,0.786556916666667
12000,3,100,0.05,0.719916666666667,0.785786236111111,0.785786194444444
12000,3,100,0.07,0.719416666666667,0.787683944444444,0.787683888888889
12000,3,100,0.1,0.677166666666667,0.770540875,0.770540805555556
12000,3,200,0.005,0.714333333333333,0.78268075,0.782680722222222
12000,3,200,0.01,0.715583333333333,0.786748333333333,0.786748333333333
12000,3,200,0.03,0.715916666666667,0.784662333333333,0.784662305555556
12000,3,200,0.05,0.709916666666667,0.783130986111111,0.783130972222222
12000,3,200,0.07,0.704083333333333,0.783517763888889,0.783517722222222
12000,3,200,0.1,0.661583333333333,0.786006597222222,0.7860065
12000,3,300,0.005,0.716416666666667,0.784689625,0.784689611111111
12000,3,300,0.01,0.722583333333333,0.790189930555556,0.790189888888889
12000,3,300,0.03,0.71825,0.792302375,0.792302361111111
12000,3,300,0.05,0.720833333333333,0.798028416666667,0.798028305555556
12000,3,300,0.07,0.715666666666667,0.791371666666667,0.791371666666667
12000,3,300,0.1,0.7095,0.773639444444444,0.773639416666667
12000,3,400,0.005,0.71725,0.786628541666667,0.7866285
12000,3,400,0.01,0.716916666666667,0.791969833333333,0.791969805555556
12000,3,400,0.03,0.706666666666667,0.7921895,0.7921895
12000,3,400,0.05,0.718916666666667,0.793617555555556,0.793617555555556
12000,3,400,0.07,0.714416666666667,0.778907041666667,0.778907
12000,3,400,0.1,0.702833333333333,0.793934569444444,0.793934555555556
12000,3,500,0.005,0.714666666666667,0.790268388888889,0.790268388888889
12000,3,500,0.01,0.724666666666667,0.793899125,0.793899111111111
12000,3,500,0.03,0.721,0.795212277777778,0.79521225
12000,3,500,0.05,0.714833333333333,0.787445208333333,0.787445194444444
12000,3,500,0.07,0.734416666666667,0.804519319444444,0.804519277777778
12000,3,500,0.1,0.712833333333333,0.768702444444444,0.768702388888889
13000,1,100,0.005,0.711,0.778234295857988,0.778234272189349
13000,1,100,0.01,0.712461538461538,0.780368579881657,0.780368544378698
13000,1,100,0.03,0.710769230769231,0.782711076923077,0.782711053254438
13000,1,100,0.05,0.720538461538462,0.786334473372781,0.786334414201183
13000,1,100,0.07,0.715461538461538,0.785205065088757,0.785205041420118
13000,1,100,0.1,0.687461538461538,0.778100863905325,0.778100804733728
13000,1,200,0.005,0.714461538461538,0.782920449704142,0.782920402366864
13000,1,200,0.01,0.716384615384615,0.784364650887574,0.784364639053254
13000,1,200,0.03,0.721153846153846,0.792322071005917,0.792322059171598
13000,1,200,0.05,0.717846153846154,0.785853053254438,0.785853041420118
13000,1,200,0.07,0.712,0.778938284023669,0.77893824852071
13000,1,200,0.1,0.705153846153846,0.769513905325444,0.769513869822485
13000,1,300,0.005,0.715923076923077,0.784858816568047,0.784858792899408
13000,1,300,0.01,0.719230769230769,0.787141065088757,0.787141017751479
13000,1,300,0.03,0.723461538461538,0.792815644970414,0.792815621301775
13000,1,300,0.05,0.719384615384615,0.785675633136095,0.785675573964497
13000,1,300,0.07,0.717769230769231,0.789072982248521,0.789072946745562
13000,1,300,0.1,0.688230769230769,0.752211207100592,0.752211195266272
13000,1,400,0.005,0.715769230769231,0.786887396449704,0.786887384615385
13000,1,400,0.01,0.713538461538462,0.791584840236686,0.791584828402367
13000,1,400,0.03,0.722846153846154,0.795559384615385,0.795559360946746
13000,1,400,0.05,0.704307692307692,0.784733964497041,0.784733940828402
13000,1,400,0.07,0.722384615384615,0.793735325443787,0.793735313609467
13000,1,400,0.1,0.697769230769231,0.767006674556213,0.767006650887574
13000,1,500,0.005,0.717846153846154,0.788530284023669,0.78853024852071
13000,1,500,0.01,0.724,0.795001218934911,0.795001183431953
13000,1,500,0.03,0.726230769230769,0.792676603550296,0.792676591715976
13000,1,500,0.05,0.704230769230769,0.782133396449704,0.782133325443787
13000,1,500,0.07,0.719692307692308,0.784917869822485,0.784917869822485
